date,text
1915.01.11,"Leonard was in his bath this morning, & I was lying in bed, wondering whether I should stretch out my hand for Rob Roy, when I heard a commotion next door, & then someone rushed downstairs crying in a strange, unnatural voice “Fire! Fire!” As it was obvious that the house was not on fire, to any large extent, I put on my waterproof & slippers before I looked out of the window. I then smelt paper burning. I then went into the passage, & found smoke pouring from the open door of the next room. There was clearly time to escape, so I withdrew; & heard Lizzy return with the lodger; & heard her begin “I only put a bit of paper to draw the fire—” from which I guessed what had happened. “In ten minutes the room would have been ablaze” said the lodger. L. came back; & we looked out of our window, & saw a large Japanese screen, all in flames, burning on the grass plot. Later, I heard that the paper had caught; the draperies on the mantelpiece had caught; the screen had caught; the woodwork had caught. As every room in the house is lined with dry old wood, loosely papered over, 10 minutes I think, would have put the fire beyond water jugs—The lodger was in terror, too, for his priceless rugs: ‘worth hundreds & hundreds’ according to Mrs Le Grys. The wonder is how we have escaped so far, considering Lizzy. Yesterday she smashed two very nice bits of china for us.

We went up to London this afternoon: L. to see the editor of the New Statesman about an article on Diplomacy—I to go over a flat in Mecklenburgh Square. We met unexpectedly in M. Sqre. When we reached the house, however, the occupier refused to let us see it. So we had to apply to the owner, who lives a few doors off. We were shown into a beautiful room, which was disfigured horribly with velvet curtains, gigantic purple cushions, & the usual swarm of gilt & lemon coloured objects. The woman herself sat in an invalid chair, arranged, like a childs high chair, with a bar across it. Her hair (a flaxen wig) was plastered on either side of her head, & she had the usual powdered plump rouged look of Bloomsbury ladies. This always makes us both physically uncomfortable. She was very sensible however, a business woman, I suppose, owning several houses, & running them, I’m sure, at a profit. She made us see over her house, instead of the other one. We were taken over by a small, wizened, very amiable old lady, who had disfigured her part of the house until it was scarcely recognisable—The drawing room, in particular, where she had lavished her skill, made your eyes start with its innumerable, discordant, hideous small things—two clusters of flags displayed on the tables chiefly impressed me. There were all the flags of all the nations, I should think; all the photographs of all the royal families. It was like looking into a kaleidoscope, because of the innumerable separate dots of colour—& yet they weren’t colour. I went on to Days Library & L. to the London Library. He has to write an article of 1200 words by Wednesday noon, on Diplomatists—A wonderful subject anyhow.

"
1915.01.12,"Today did not begin with a fire. Leonard however had to take Mrs Le Grys to task for Lizzie’s sins. The poor woman could only agree. Since she knows she is going, she doesn’t mind how many plates she breaks—if she would only go. Mrs Le G. finds it impossible to get a servant; she pays them only £16 a year however.

Cecil came to luncheon, in mufti, I observed. In fact they are both entirely sick of the army, & see no chance of going to the front. Nevertheless, Cecil thinks of being a permanent soldier, because the life is better than a Barrister’s life. On the other hand, he & Philip may go to the colonies. The odd thing about the Woolf family, to me, is the extreme laxness of it. In my family, the discussions & agitations that went on about the slightest change in one’s way of life were endless; but with the W.’s it doesn’t much seem to matter whether they turn farmer, run away with another man’s wife, or marry a Polish Jew Tailors daughter. I remember how elaborately Aunt Mary concealed the feet that Hervey’s young woman was a kind of shopkeeper, & how indefatigable she was until the engagement was broken off. Perhaps the W.’s haven’t a family tradition. It gives a sense of freedom anyhow. From all this, obviously I have nothing to say. L. & Cecil walked to Kingston after lunch; I pottered about buying small fragments of meat & vegetables, & got some books out of the Library. I believe we shall find it more useful than the London Library, as no one, save ourselves, reads solid books. L. is now writing his article upon diplomacy, & I must go & typewrite. An entire fine day for a wonder."
1915.01.13,"I caused some slight argument (with L.) this morning by trying to cook my breakfast in bed. I believe, however, that the good sense of the proceeding will make it prevail; that is, if I can dispose of the eggshells. L. went off to the New Statesman office this morning with his article. I lunched here, & then went to Days, to get more books. Days at 4 in the afternoon is the haunt of fashionable ladies, who want to be told what to read. A more despicable set of creatures I never saw. They come in furred like seals & scented like civets, condescend to pull a few novels about on the counter, & then demand languidly whether there is anything amusing? The Days’ assistants are the humblest & most servile of men—They tow these aged Countesses & pert young millionairesses about behind them. always deferential, & profuse of “Ladyships”. The West End of London fills me with aversion; I look into motor cars & see the fat grandees in side, like portly jewels in satin cases. The afternoons now have an elongated pallid look, as if it were neither winter nor spring. I came back to tea. L. arrived—having seen Gordon Sqre & Maynard (who says German finance is crumbling) & Saxon, who is recovering from Influenza. He had a headache, so, instead of going to the Co-op. meeting, we are staying at home."
1915.01.14,"We were woken this morning (I see this is going to become a stock phrase like ‘Once upon a Time’ in a Faery story) by a thumping throbbing sound as if a motor omnibus were on the roof, endeavouring to start. Experience told now, however, that Lizzy had merely made a huge kitchen fire, when there was no water in the pipes. When L. turned on the tap, steam issued, as if it were Siegfried’s dragon at Covent Garden, & then came floating bits of pipe, & the water was rust red—Nobody, however, seemed to think that the boiler might burst. We wrote all the morning. I heard from Adrian, by the way, who has gone into rooms in Cambridge without a single sheet. Now, I begin telephoning & writing about sheets, just as the Waterlows are silent. After lunch, we set off to Kingston in order to buy some charming cups, which are to be had there for 1d each. If Lizzie doesn’t go, & continues to behave as though each day were her last, we must give her something cheap to break her rage against. We came home on the top of a bus; making up phrases in the manner & tone of Walter Lamb. Leonard is going up to hear the Fabians discourse; I think I shall indulge in a picture palace—but why? I shall certainly come out saying to myself, “Nothing will induce me ever to go to a picture palace again”. I also heard from Annie, who evidently intends to be our permanent cook, for the excellent reason, I think, that ours is the easiest place in England. The Waterlows say that her young man has removed to—or been replaced by one—at Willesden. L’s article on diplomacy is to come out on Saturday. He was, of course, convinced after sending it that it would be rejected (this is a note, for future use & quotation)."
1915.01.15,"I went to my picture palace; & L. to his Fabians; & he thought, on the whole, that his mind & spirit & body would have profited more by the pictures than by the Webbs, & the doctors, who were talking about their etiquette. There were 2 or 3 superb pictures; one of a barge laden with timber floating past Bagdad—another of an eastern palace, overrun with apes & pariah dogs—another of a sunken yatcht. But as usual, the drama is very boring. I wish one liked what everyone likes. The Hall was crowded, roars of laughter, applause & c.

I heard from Emphie Case this morning, who wishes me to find out about the Home at Lewes where Lily had her child—as she knows a young woman who also wants to have a child. I wonder how Emphie comes across these things. Janet much the same.

We walked to Hogarth this afternoon, to see if the noise of schoolchildren is really a drawback. Apparently, it would only affect Suffield. Well—I wonder what we shall do. I’d give a lot to turn over 30 pages or so, & find written down what happens to us. We walked into the Park, & saw Territorials flogging & spurring their carthorses; also a great fallen tree. We are dining early, & going to a Hall—an unheard of dissipation—though there was a time when I went out to operas, evenings concerts &c, at least 3 times a week—And I know we shall both feel, when its over, ‘really a good read would have been better’. L. continues to read diplomatists; I read about 1860—the Kembles—Tennyson & so on; to get the spirit of that time, for the sake of The Third Generation. They were immensely scientific—always digging up extinct monsters, & looking at the stars, & trying to find a Religion. At this moment, I feel as if the human race had no character at all—sought for nothing, believed in nothing, & fought only from a dreary sense of duty.

I began today to treat my corn. It had to be done for a week."
1915.01.16,"I think the Hall (Coliseum) last night was worth while—in spite of draw backs.What I like in Halls are ‘turns’—comic singers, or men imitating Prima Donna’s, or Jugglers. I don’t like one act plays. It takes me a whole act to get into a play, & so one act plays are mostly sheer boredom. Therefore I was disappointed to have 3 one act plays; one the Barrie Der Tag—sheer balderdash of the thinnest kind about the German Emperor; then a play about a woman who means Parrot when she says Pirate; third Dr Johnson. To begin with Johnson spits bread & butter through his nose to end with he is paternal, sentimental & as tender as a woman—which is of course what he was bound to be on the stage. However, there was a man who sang like a Prima Donna; & a patriotic Revue—people clapped Grey more than anyone. We left, just as an Eastern jar, coloured grey & violet, shot up in the middle of the stage;—& I didn’t see my war pictures, but departed mildly as a lamb.

We wrote this morning. L’s article by the way reads very well in the New Statesman. I had a request from Adrian for silver, glass, kitchen things. They seem to have set up house without a single article. He wrote by a candle light, stuck in a saucer. L. went to the L. Library; I took Max along the River, but we were a good deal impeded, by a bone he stole, by my suspenders coming down, by a dogfight in which his ear was torn & bled horribly. I thought how happy I was, without any of the excitements which, once, seemed to me to constitute happiness. L. & I argued for some time about this. Also about the worthlessness of all human works except as a means of keeping the workers happy. My writing now delights me solely because I love writing & dont, honestly, care a hang what anyone says. What seas of horror one dives through in order to pick up these pearls—however they are worth it."
1915.01.17,"The morning was unremarkable—in the afternoon, Herbert came & took L. for a walk. I went to a Queens Hall Concert, stayed for three beautiful tunes, & came back, to find Herbert who stayed on till dinnertime. M⁠[arjorie]. S⁠[trachey]. came to dinner; changed, somehow, at the first glance. Improved, I thought, though noticeably thinner. She complained of sleeplessness, & in the usual S. way of ‘being shattered’; & life being ‘too fearful’. But she talked of ordinary things until after dinner she began to harp very markedly on marriage—(I should say that for no reason at all, she said to us “I’ve a friend who thinks me rather beautiful, & very stupid”—& half suspecting something odd, I said “O he’s a working man, & you mustn’t marry him). Well, she pressed us more & more with questions about married life, & whether she should marry, & how she wanted to marry; & sometimes I thought she was only talking as so many unmarried people do, & sometimes I suspected there was more. At last one of us (I, perhaps) said “Well but Marjorie, what d’you want to be?” “A married woman” she answered tragically. “But is there someone you want to marry?” “Yes!” “Does he want to marry you?”. “Yes!!”—“Who is he?” She buried her face in her hands, & then exclaimed “A married man! Jos Wedgwood!” We both gasped, in silence. And then we discussed nothing else for an hour or two. It is about the oddest business I ever heard of—this being more or less what has happened. Last summer, Jos left his wife, or she left him, this point being doubtful. Since that, he has lived alone in London, & complained bitterly to Philip Morrell among others of his loneliness. Philip recommended a prostitute. Ottoline thereupon procured Marjorie. They asked her to dinner, & after dinner, Ottoline danced behind the folding doors, & left Marjorie to a tremendous tete a tete with Jos. Although this was their first meeting, he told her his history & his sorrows. Next day he called on Lady Strachey. They met constantly, &, a week or so before Xmas he proposed to her at Lockeridge. By this time she was much in love & accepted him—but what are they to do? She refuses to let him get a Divorce, on the ground that a divorce is ignominious; he, moreover, says that a Divorce would ruin him politically. He is tremendously ambitious. She wishes to live with him as his wife; but this of course means utter political ruin again. To be an ordinary mistress is out of the question for her. Lady Strachey again complicates the question, because she would be horrified at any unconventionality, & cannot be told of it. Then there is the fear of Mrs Wedgwood. If she hears, will she try to get Jos back? Will she succeed? Half of the Stracheys (Lytton among them) advise M. to think no more of it. She is obviously in love; & also quite distracted & worn out. She is going to the South of France; Jos meanwhile is going to the Front. Well—what can one make of it all? Seeing M. in love, & her love returned, I felt that the only course was the extreme one; but when I reflected, particularly upon the way in which the thing has happened, the shortness of it, & Ottoline’s manoeuvres, I had doubts—about Jos, mostly. Isn’t it a case of Sydney Waterlow over again? Will his feeling last, even if hers does? He was married for 20 years to Ethel, & they have 7 children. Leonard is pessimistic, & right, I expect. He thinks that M. is going the worst way for her own prospects, & points out the horror of her position as a mistress, without any tie upon a man who admittedly cares more for his career than anything, & has been supplied with her to gratify wants which may quickly pass—But for some time now they will be apart, & so things may settle themselves. For her, I feel it is the great affair of her life, one way or the other. This morning, obeying a nocturnal command, I wrote to Thomas Hardy! thanking him for his poem about Father, & his works!
"
1915.01.18,"We were still a good deal under the influence of Marjorie this morning. All night (it seemed) people were banging boxes next door. The lodger has got a wife back from New York. This afternoon we went over the houses in Mecklenburgh Sqre; which has led to a long discussion about our future, & a fresh computation of income. The future is dark, which is on the whole, the best thing the future can be, I think. L. went to the Webbs, & I came home—nor has anything happened since to be worth putting down save that, as I began this page, L. stated that he had determined to resign his commission to write a pamphlet about Arbitration—& now I shall stop this diary & discuss that piece of folly with him. It is partly due to my egoistical habit of always talking the argument of my book. I want to see what can be said against all forms of activity & thus dissuade L. from all his work, speaking really not in my own character but in Effie’s. Of course it is absolutely essential that L. shd. do a work which may be superbly good.
"
1915.01.19,"L’s melancholy continues, so much so that he declared this morning he couldn’t work. The consequence has been rather a melancholy day. Outside it is very cold & grey too. We walked in Richmond Park this afternoon; the trees all black, & the sky heavy over London; but there is enough colour to make it even lovelier today than on bright days, I think. The deer exactly match the bracken. But L. was melancholy, as I say. All I can do is to unsay all I have said; & to say what I really mean. Its a bad habit writing novels—it falsifies life, I think. However, after praising L’s writing very sincerely for 5 minutes, he says “Stop”; whereupon I stop, & theres no more to be said. When I analyse his mood, I attribute much of it to sheer lack of self confidence in his power of writing; as if he mightn’t be a writer, after all; & being a practical man, his melancholy sinks far deeper than the half assumed melancholy of self conscious people like Lytton, & Sir Leslie & myself. There’s no arguing with him.

Well, I’m reading The Idiot. I cant bear the style of it very often; at the same time, he seems to me to have the same kind of vitality in him that Scott had; only Scott merely made superb ordinary people, & D. creates wonders, with very subtle brains, & fearful sufferings. Perhaps the likeness to Scott partly consists in the loose, free & easy, style of the translation. I am also reading Michelet, plodding through the dreary middle ages; & Fanny Kemble’s Life. Yesterday in the train I read The Rape of the Lock, which seems to me “supreme”—almost superhuman in its beauty & brilliancy—you really can’t believe that such things are written down. I think one day I shall write a book of “Eccentrics”. Mr Grote shall be one. Lady Hester Stanhope. Margaret Fuller. Duchess of Newcastle. Aunt Julia?
"
1915.01.20,"Having finished a chapter, I went off buying small fragments of things part of the morning—For one thing, I saw a mass of pinkish stuff in the fishmongers, & bought it—Cods’ Roe. Then I made carbon copies of some notes of L’s about Arbitration. The action of nature has relieved his spirits more than all the arguments of his wife—also the day was fine. Anyhow one may now hope he will get started, which is the main thing. He went to the School of Economics after lunch; & I to Westminster. I want to see as many houses as possible. But in Barton St. the rent is £130—& that is low, on account of the war. Westminster, noiseless & shadowed by the Abbey is almost the heart of London.

By this time it was raining. I went to Days, & found my books already sent. When I tried to remember the name of one, I failed utterly; so one must feel in an examination. I read Essay upon Criticism waiting for my train at Hammersmith. The classics make the time pass much better than the Pall Mall Gazette. Maynard Keynes came to dinner. We gave him oysters. He is like quicksilver on a sloping board—a little inhuman, but very kindly, as inhuman people are. We gossiped at full speed about Adrian & Karin (Adrian’s lovemaking done in loud judicious tones) & of course Marjorie & Jos. Here, though friendly & very amusing, I thought K. a little inhuman. He saw the queerness & the fun, but didn’t seem to see that it might be serious. Nessa & Ottoline, he says, contrived the whole thing. Then we talked about the war. We aren’t fighting now, he says, but only waiting for the spring. Meantime we lavish money, on a scale which makes the French, who are fearfully out at elbow, gape with admiration. We are bound to win—& in great style too, having at the last moment applied all our brains & all our wealth to the problem.
"
1915.01.21,"Maynard last night was sceptical about the value of writing on Arbitration. He was sceptical about the value of almost all work, save for the pleasure it gives the worker. He works only because he likes it. This of course, depressed poor L. once more. He was very melancholy this morning, & had to spend the day at the British Museum, which was bad enough, even if one believed in one’s drudgery. Still I believe it will be an enormous success, &, if it doesn’t prevent another war, it will put him among the eminent young men, which isn’t altogether despicable. I went to the London Library—a stale culture smoked place, which I detest. Here I read Gilbert Murray on Immortality, got a book for L. & so home, missing my train, & reading the Letter to Dr Arbuthnot on Hammersmith Station. L. came in late, having been up to Hampstead & seen Janet, who seems still the same; but so I think it must be, for months. Emphie annoyed with Margaret, who advises a proper rest cure “which one doesn’t do to the patient herself.” Sylvia Milman came to dinner—After a good deal of bowing & scraping about China (which she has dutifully seen, in her endeavour to be advanced) we got on to memories of childhood which amused me, but bored L. I’m afraid. No one ever had a duller home than she had; but by sheer hard work, without a scrap of talent, she has plodded after the Advanced i.e. Nessa, until she lives in a flat, saves money to travel, & helps at the Omega. Ida is nursing in France; Enid & Maud have a chicken farm. Clearly there was good stuff in the Dean; though never a spark of enthusiasm. She stayed on & on, until L. half rose from his chair.
"
